productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extUPC
86739,Light Flareon,Light Flareon,https://tcgplayer-cdn.tcgplayer.com/product/86739_200w.jpg,3,1444,https://cpt.tcgcsv.com/PJJ,2026-03-09T15:03:40.17,1,046/105,Uncommon,Fire,,42.95,55.0,60.0,55.78,,1st Edition,80,Stage 1,"[R] Warm Up
<br>If you have any Benched Pokémon, search your deck for a Fire Energy card and attach it to 1 of them. Then shuffle your deck.","[1RR] Burning Flame (30+)
<br>Flip 2 coins. For each heads, discard a Fire Energy card attached to Light Flareon or this attack does nothing. This attack does 30 damage plus 20 damage for each heads.",W,,1,
86739,Light Flareon,Light Flareon,https://tcgplayer-cdn.tcgplayer.com/product/86739_200w.jpg,3,1444,https://cpt.tcgcsv.com/PJJ,2026-03-09T15:03:40.17,1,046/105,Uncommon,Fire,,12.92,19.99,38.99,20.18,,Unlimited,80,Stage 1,"[R] Warm Up
<br>If you have any Benched Pokémon, search your deck for a Fire Energy card and attach it to 1 of them. Then shuffle your deck.","[1RR] Burning Flame (30+)
<br>Flip 2 coins. For each heads, discard a Fire Energy card attached to Light Flareon or this attack does nothing. This attack does 30 damage plus 20 damage for each heads.",W,,1,
86740,Light Golduck,Light Golduck,https://tcgplayer-cdn.tcgplayer.com/product/86740_200w.jpg,3,1444,https://cpt.tcgcsv.com/QJJ,2022-11-28T21:10:48.153,1,047/105,Uncommon,Water,,5.3,18.0,19.99,12.15,,1st Edition,80,Stage 1,"[W] Flipper Stroke
<br>
Your opponent looks at the top 3 cards of his or her deck. If any of them are basic Energy cards, he or she may show any number of them to you and put them into his or her hand. You do the same. Either way, each player shuffles his or her deck.","[2P] Core Blast (30+)
<br>This attack does 30 damage for each Special Energy card attached to the Defending Pokémon.",L,,1,
86740,Light Golduck,Light Golduck,https://tcgplayer-cdn.tcgplayer.com/product/86740_200w.jpg,3,1444,https://cpt.tcgcsv.com/QJJ,2022-11-28T21:10:48.153,1,047/105,Uncommon,Water,,1.75,2.92,12.0,2.82,,Unlimited,80,Stage 1,"[W] Flipper Stroke
<br>
Your opponent looks at the top 3 cards of his or her deck. If any of them are basic Energy cards, he or she may show any number of them to you and put them into his or her hand. You do the same. Either way, each player shuffles his or her deck.","[2P] Core Blast (30+)
<br>This attack does 30 damage for each Special Energy card attached to the Defending Pokémon.",L,,1,
86741,Light Jolteon,Light Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86741_200w.jpg,3,1444,https://cpt.tcgcsv.com/RJJ,2022-11-28T21:13:40.233,1,048/105,Uncommon,Lightning,,114.22,133.79,165.0,127.42,,1st Edition,70,Stage 1,"[L] Pulse Guard
<br>
During your opponent's next turn, whenever 30 or more damage is done to Light Jolteon <em>(after applying Weakness and Resistance)</em>, prevent that damage. <em>(Any other effects of attacks still happen.)</em>","[1LL] Thunder Needle (20x)
<br>Flip 3 coins. This attack does 20 damage times the number of heads. If you get 2 or more heads, the Defending Pokémon is now Paralyzed.",F,,,
86741,Light Jolteon,Light Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86741_200w.jpg,3,1444,https://cpt.tcgcsv.com/RJJ,2022-11-28T21:13:40.233,1,048/105,Uncommon,Lightning,,44.0,59.99,149.99,60.04,65.99,Unlimited,70,Stage 1,"[L] Pulse Guard
<br>
During your opponent's next turn, whenever 30 or more damage is done to Light Jolteon <em>(after applying Weakness and Resistance)</em>, prevent that damage. <em>(Any other effects of attacks still happen.)</em>","[1LL] Thunder Needle (20x)
<br>Flip 3 coins. This attack does 20 damage times the number of heads. If you get 2 or more heads, the Defending Pokémon is now Paralyzed.",F,,,
86742,Light Lanturn,Light Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/86742_200w.jpg,3,1444,https://cpt.tcgcsv.com/SJJ,2022-11-28T21:15:07.193,1,023/105,Rare,Lightning,,4.58,11.49,19.99,10.11,,1st Edition,80,Stage 1,"[L] Searchlight
<br>Flip a coin. If heads, each player may choose a card from his or her discard pile and put it into his or her hand.","[LL] Spark (30)
<br>If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F,,2,
86742,Light Lanturn,Light Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/86742_200w.jpg,3,1444,https://cpt.tcgcsv.com/SJJ,2022-11-28T21:15:07.193,1,023/105,Rare,Lightning,,3.5,7.64,14.99,4.64,,Unlimited,80,Stage 1,"[L] Searchlight
<br>Flip a coin. If heads, each player may choose a card from his or her discard pile and put it into his or her hand.","[LL] Spark (30)
<br>If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F,,2,
86743,Light Ledian,Light Ledian,https://tcgplayer-cdn.tcgplayer.com/product/86743_200w.jpg,3,1444,https://cpt.tcgcsv.com/TJJ,2022-11-28T21:17:23.287,1,024/105,Rare,Grass,,27.94,37.51,40.0,26.21,,1st Edition,70,Stage 1,"[G] Flash Touch
<br>If you have any Benched Pokémon, switch 1 of them with Light Ledian. As long as that Pokémon is your Active Pokémon, it can't become Asleep, Confused, Paralyzed, or Poisoned. <em>(All other effects of attacks, Pokémon Powers, and Trainer cards still happen.)</em>","[2G] Comet Punch (20x)
<br>Flip 4 coins. This attack does 20 damage times the number of heads.",R,F-30,,
86743,Light Ledian,Light Ledian,https://tcgplayer-cdn.tcgplayer.com/product/86743_200w.jpg,3,1444,https://cpt.tcgcsv.com/TJJ,2022-11-28T21:17:23.287,1,024/105,Rare,Grass,,12.86,19.64,39.99,14.31,39.99,Unlimited,70,Stage 1,"[G] Flash Touch
<br>If you have any Benched Pokémon, switch 1 of them with Light Ledian. As long as that Pokémon is your Active Pokémon, it can't become Asleep, Confused, Paralyzed, or Poisoned. <em>(All other effects of attacks, Pokémon Powers, and Trainer cards still happen.)</em>","[2G] Comet Punch (20x)
<br>Flip 4 coins. This attack does 20 damage times the number of heads.",R,F-30,,
86744,Light Machamp,Light Machamp,https://tcgplayer-cdn.tcgplayer.com/product/86744_200w.jpg,3,1444,https://cpt.tcgcsv.com/VJJ,2022-11-28T21:19:38.873,1,025/105,Rare,Fighting,"<strong>Pokémon Power: Tag Team</strong> When you play Light Machamp from your hand, if it is on your Bench, remove 3 damage counters from your Active Pokémon. If it has fewer damage counters than that, remove all of them. Then, switch Light Machamp with your Active Pokémon.",4.64,7.99,96.83,9.02,,Unlimited,100,Stage 2,"[FFF] Beatdown (50)
<br>If the Defending Pokémon has Dark in its name or is a Darkness Pokémon, flip a coin. If heads, this attack does 100 damage instead of 50.",,P,,2,
86745,Light Machoke,Light Machoke,https://tcgplayer-cdn.tcgplayer.com/product/86745_200w.jpg,3,1444,https://cpt.tcgcsv.com/WJJ,2022-11-28T21:21:03.203,1,049/105,Uncommon,Fighting,,11.64,19.0,19.99,15.12,,1st Edition,80,Stage 1,"[F] Return Home
<br>If you have any Benched Pokémon, shuffle 1 of them and all cards attached to it into your deck.","[FF] Gentle Kick (40)
<br>If the Defending Pokémon has no damage counters on it, this attack does 40 damage. If it has any, this attack does 20 damage.",P,,2,
86745,Light Machoke,Light Machoke,https://tcgplayer-cdn.tcgplayer.com/product/86745_200w.jpg,3,1444,https://cpt.tcgcsv.com/WJJ,2022-11-28T21:21:03.203,1,049/105,Uncommon,Fighting,,0.6,1.99,9.99,3.47,,Unlimited,80,Stage 1,"[F] Return Home
<br>If you have any Benched Pokémon, shuffle 1 of them and all cards attached to it into your deck.","[FF] Gentle Kick (40)
<br>If the Defending Pokémon has no damage counters on it, this attack does 40 damage. If it has any, this attack does 20 damage.",P,,2,
86746,Light Ninetales,Light Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/86746_200w.jpg,3,1444,https://cpt.tcgcsv.com/XJJ,2022-11-28T21:22:33.787,1,050/105,Uncommon,Fire,,42.0,53.49,59.99,54.99,,1st Edition,90,Stage 1,"[R] Guiding Flame
<br>Put a Baby Pokémon or a Basic Pokémon card from your discard pile onto your Bench. <em>(You can't use this attack if your Bench is full.)</em>","[RRR] Fire Blast (50)
<br>Discard a Fire Energy card attached to Light Ninetales in order to use this attack.",W,,1,
86746,Light Ninetales,Light Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/86746_200w.jpg,3,1444,https://cpt.tcgcsv.com/XJJ,2022-11-28T21:22:33.787,1,050/105,Uncommon,Fire,,13.0,23.62,179.39,13.13,8.01,Unlimited,90,Stage 1,"[R] Guiding Flame
<br>Put a Baby Pokémon or a Basic Pokémon card from your discard pile onto your Bench. <em>(You can't use this attack if your Bench is full.)</em>","[RRR] Fire Blast (50)
<br>Discard a Fire Energy card attached to Light Ninetales in order to use this attack.",W,,1,
86747,Light Piloswine,Light Piloswine,https://tcgplayer-cdn.tcgplayer.com/product/86747_200w.jpg,3,1444,https://cpt.tcgcsv.com/ZJJ,2022-11-28T21:24:11.287,1,026/105,Rare,Water,"<strong>Pokémon Power: Fluffly Wool</strong> During your opponent's turn, if Light Piloswine is your Active Pokémon and is damaged by your opponent's attack (even if it's Knocked Out), flip a coin. If heads, the attacking Pokémon is now Asleep. This power stops working if Light Piloswine is already Asleep, Confused, or Paralyzed when your opponent attacks.",33.0,37.88,69.99,26.32,,1st Edition,90,Stage 1,"[3] Knock Over (30)
<br>If there is a Stadium card in play, you may discard it.",,G,L-30,3,
86747,Light Piloswine,Light Piloswine,https://tcgplayer-cdn.tcgplayer.com/product/86747_200w.jpg,3,1444,https://cpt.tcgcsv.com/ZJJ,2022-11-28T21:24:11.287,1,026/105,Rare,Water,"<strong>Pokémon Power: Fluffly Wool</strong> During your opponent's turn, if Light Piloswine is your Active Pokémon and is damaged by your opponent's attack (even if it's Knocked Out), flip a coin. If heads, the attacking Pokémon is now Asleep. This power stops working if Light Piloswine is already Asleep, Confused, or Paralyzed when your opponent attacks.",8.91,9.0,39.99,11.76,,Unlimited,90,Stage 1,"[3] Knock Over (30)
<br>If there is a Stadium card in play, you may discard it.",,G,L-30,3,
86748,Light Slowbro,Light Slowbro,https://tcgplayer-cdn.tcgplayer.com/product/86748_200w.jpg,3,1444,https://cpt.tcgcsv.com/-JJ,2022-11-28T21:26:09.157,1,051/105,Uncommon,Psychic,,53.01,60.0,99.99,57.74,,1st Edition,80,Stage 1,"[P] Fish Out
<br>
Your opponent may choose up to 3 Baby Pokémon, Basic Pokémon, and/or Evolution cards from his or her discard pile and shuffle them into his or her deck. Either way, you may do the same.","[1W] Splash About (20+)
<br>If there are more Energy attached to the Defending Pokémon than to Light Slowbro, this attack does 20 damage plus 20 more damage. If not, this attack does 20 damage.",P,,2,
86748,Light Slowbro,Light Slowbro,https://tcgplayer-cdn.tcgplayer.com/product/86748_200w.jpg,3,1444,https://cpt.tcgcsv.com/-JJ,2022-11-28T21:26:09.157,1,051/105,Uncommon,Psychic,,25.41,32.0,129.99,24.49,,Unlimited,80,Stage 1,"[P] Fish Out
<br>
Your opponent may choose up to 3 Baby Pokémon, Basic Pokémon, and/or Evolution cards from his or her discard pile and shuffle them into his or her deck. Either way, you may do the same.","[1W] Splash About (20+)
<br>If there are more Energy attached to the Defending Pokémon than to Light Slowbro, this attack does 20 damage plus 20 more damage. If not, this attack does 20 damage.",P,,2,
86749,Light Sunflora,Light Sunflora,https://tcgplayer-cdn.tcgplayer.com/product/86749_200w.jpg,3,1444,https://cpt.tcgcsv.com/_JJ,2022-11-28T21:29:49.58,1,072/105,Common,Grass,,1.69,3.56,8.99,3.43,3.99,1st Edition,80,Stage 1,"[2] Reflected Sunlight
<br>
Attach up to 2 Grass Energy cards from your hand to 1 of your Grass Pokémon.",[GGG] Solarbeam (40),R,,1,
86749,Light Sunflora,Light Sunflora,https://tcgplayer-cdn.tcgplayer.com/product/86749_200w.jpg,3,1444,https://cpt.tcgcsv.com/_JJ,2022-11-28T21:29:49.58,1,072/105,Common,Grass,,0.5,1.16,3.99,1.16,,Unlimited,80,Stage 1,"[2] Reflected Sunlight
<br>
Attach up to 2 Grass Energy cards from your hand to 1 of your Grass Pokémon.",[GGG] Solarbeam (40),R,,1,
86750,Light Togetic,Light Togetic,https://tcgplayer-cdn.tcgplayer.com/product/86750_200w.jpg,3,1444,https://cpt.tcgcsv.com/0KJ,2022-11-28T21:32:33.613,1,015/105,Holo Rare,Colorless,"<strong>Pokémon Power: Gift</strong> When you play Light Togetic from your hand, your opponent may search his or her deck for a Pokémon Tool card, show that card to you, and put it into his or her hand. Either way, you may do the same, and then each player who searched shuffles his or her deck.",229.99,263.49,296.99,151.26,,1st Edition Holofoil,60,Stage 1,"[2] Sweet Kiss (30)
<br>Your opponent may draw a card.",,,F-30,,
86750,Light Togetic,Light Togetic,https://tcgplayer-cdn.tcgplayer.com/product/86750_200w.jpg,3,1444,https://cpt.tcgcsv.com/0KJ,2022-11-28T21:32:33.613,1,015/105,Holo Rare,Colorless,"<strong>Pokémon Power: Gift</strong> When you play Light Togetic from your hand, your opponent may search his or her deck for a Pokémon Tool card, show that card to you, and put it into his or her hand. Either way, you may do the same, and then each player who searched shuffles his or her deck.",62.99,71.99,85.0,58.46,,Unlimited Holofoil,60,Stage 1,"[2] Sweet Kiss (30)
<br>Your opponent may draw a card.",,,F-30,,
86751,Light Vaporeon,Light Vaporeon,https://tcgplayer-cdn.tcgplayer.com/product/86751_200w.jpg,3,1444,https://cpt.tcgcsv.com/2KJ,2024-11-16T03:15:08.95,1,052/105,Uncommon,Water,,89.99,100.75,119.99,68.56,89.99,1st Edition,80,Stage 1,"[W] Wash Away
<br>If you have any Benched Pokémon, flip a coin. If heads, remove all damage counters from 1 of your Benched Pokémon and discard all Energy cards attached to it.","[1WW] Hypno Shower (30)
<br>The Defending Pokémon is now Asleep. Remove 1 damage counter from each Benched Pokémon <em>(yours and your opponent's)</em> with any damage counter on it.",L,,1,
86751,Light Vaporeon,Light Vaporeon,https://tcgplayer-cdn.tcgplayer.com/product/86751_200w.jpg,3,1444,https://cpt.tcgcsv.com/2KJ,2024-11-16T03:15:08.95,1,052/105,Uncommon,Water,,19.65,28.2,459.8,29.01,20.65,Unlimited,80,Stage 1,"[W] Wash Away
<br>If you have any Benched Pokémon, flip a coin. If heads, remove all damage counters from 1 of your Benched Pokémon and discard all Energy cards attached to it.","[1WW] Hypno Shower (30)
<br>The Defending Pokémon is now Asleep. Remove 1 damage counter from each Benched Pokémon <em>(yours and your opponent's)</em> with any damage counter on it.",L,,1,
86752,Light Venomoth,Light Venomoth,https://tcgplayer-cdn.tcgplayer.com/product/86752_200w.jpg,3,1444,https://cpt.tcgcsv.com/3KJ,2022-11-28T21:37:26.143,1,053/105,Uncommon,Grass,,5.13,7.73,9.0,6.59,,1st Edition,80,Stage 1,"[G] Mysterious Wing
<br>
Your opponent may choose a Baby Pokémon, Basic Pokémon, or Evolution card from his or her discard pile and put it into his or her hand. Either way, you may do the same.","[1P] Synchronize (40)
<br>If Light Venomoth and the Defending Pokémon have a different number of Energy cards attached to them, this attack does nothing.",R,F-30,,
86752,Light Venomoth,Light Venomoth,https://tcgplayer-cdn.tcgplayer.com/product/86752_200w.jpg,3,1444,https://cpt.tcgcsv.com/3KJ,2022-11-28T21:37:26.143,1,053/105,Uncommon,Grass,,2.35,3.35,96.95,3.7,9.95,Unlimited,80,Stage 1,"[G] Mysterious Wing
<br>
Your opponent may choose a Baby Pokémon, Basic Pokémon, or Evolution card from his or her discard pile and put it into his or her hand. Either way, you may do the same.","[1P] Synchronize (40)
<br>If Light Venomoth and the Defending Pokémon have a different number of Energy cards attached to them, this attack does nothing.",R,F-30,,
86753,Light Wigglytuff,Light Wigglytuff,https://tcgplayer-cdn.tcgplayer.com/product/86753_200w.jpg,3,1444,https://cpt.tcgcsv.com/5KJ,2022-11-28T21:40:49.22,1,054/105,Uncommon,Colorless,,24.99,30.49,34.99,30.02,,1st Edition,80,Stage 1,"[1] Evolution Song
<br>
Your opponent may choose 1 of his or her Pokémon and search his or her deck for a card that evolves from that Pokémon. Your opponent attachs that card to that Pokémon. This counts as evolving that Pokémon. Either way, you may do the same, and then each player who searched shuffles his or her deck.","[3] Body Slam (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,P-30,1,
86753,Light Wigglytuff,Light Wigglytuff,https://tcgplayer-cdn.tcgplayer.com/product/86753_200w.jpg,3,1444,https://cpt.tcgcsv.com/5KJ,2022-11-28T21:40:49.22,1,054/105,Uncommon,Colorless,,8.88,12.0,4321.0,8.46,,Unlimited,80,Stage 1,"[1] Evolution Song
<br>
Your opponent may choose 1 of his or her Pokémon and search his or her deck for a card that evolves from that Pokémon. Your opponent attachs that card to that Pokémon. This counts as evolving that Pokémon. Either way, you may do the same, and then each player who searched shuffles his or her deck.","[3] Body Slam (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,P-30,1,
86893,Lucky Stadium,Lucky Stadium,https://tcgplayer-cdn.tcgplayer.com/product/86893_200w.jpg,3,1444,https://cpt.tcgcsv.com/TMJ,2022-12-20T20:30:54.703,1,100/105,Uncommon,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before attacking)</em>, that player may flip a coin. If heads, that player draws a card.",5.48,6.55,10.0,6.68,,1st Edition,,,,,,,,
86893,Lucky Stadium,Lucky Stadium,https://tcgplayer-cdn.tcgplayer.com/product/86893_200w.jpg,3,1444,https://cpt.tcgcsv.com/TMJ,2022-12-20T20:30:54.703,1,100/105,Uncommon,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before attacking)</em>, that player may flip a coin. If heads, that player draws a card.",2.0,2.91,9.99,2.74,,Unlimited,,,,,,,,
86988,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/86988_200w.jpg,3,1444,https://cpt.tcgcsv.com/NPJ,2023-02-05T04:47:42.623,1,073/105,Common,Fighting,,1.55,2.79,4.99,2.25,2.99,1st Edition,40,Basic,[1] Chop (10),[2] Punch (20),P,,1,
86988,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/86988_200w.jpg,3,1444,https://cpt.tcgcsv.com/NPJ,2023-02-05T04:47:42.623,1,073/105,Common,Fighting,,0.25,0.66,20.72,0.72,0.48,Unlimited,40,Basic,[1] Chop (10),[2] Punch (20),P,,1,
87122,Magnifier,Magnifier,https://tcgplayer-cdn.tcgplayer.com/product/87122_200w.jpg,3,1444,https://cpt.tcgcsv.com/sSJ,2022-11-28T21:46:59.74,1,101/105,Uncommon,Trainer,"Attach Magnifier to 1 of your Pokémon. At the end of your turn, discard Magnifier. If the Pokémon Magnifier is attached to attacks, don't apply Resistance for that attack.",0.94,2.3,4.83,2.16,,1st Edition,,,,,,,,
87122,Magnifier,Magnifier,https://tcgplayer-cdn.tcgplayer.com/product/87122_200w.jpg,3,1444,https://cpt.tcgcsv.com/sSJ,2022-11-28T21:46:59.74,1,101/105,Uncommon,Trainer,"Attach Magnifier to 1 of your Pokémon. At the end of your turn, discard Magnifier. If the Pokémon Magnifier is attached to attacks, don't apply Resistance for that attack.",0.4,1.15,3.01,1.21,,Unlimited,,,,,,,,
87123,Mail from Bill,Mail from Bill,https://tcgplayer-cdn.tcgplayer.com/product/87123_200w.jpg,3,1444,https://cpt.tcgcsv.com/tSJ,2025-02-05T21:14:41.903,1,105/105,Common,Trainer,You can't play this card if you have 5 or more cards in your hand <em>(including this one)</em>. Draw cards until you have exactly 4 cards in your hand.,0.49,0.99,4.99,1.42,,1st Edition,,,,,,,,
87123,Mail from Bill,Mail from Bill,https://tcgplayer-cdn.tcgplayer.com/product/87123_200w.jpg,3,1444,https://cpt.tcgcsv.com/tSJ,2025-02-05T21:14:41.903,1,105/105,Common,Trainer,You can't play this card if you have 5 or more cards in your hand <em>(including this one)</em>. Draw cards until you have exactly 4 cards in your hand.,0.15,0.42,3.0,0.48,,Unlimited,,,,,,,,
87180,Mantine,Mantine,https://tcgplayer-cdn.tcgplayer.com/product/87180_200w.jpg,3,1444,https://cpt.tcgcsv.com/DTJ,2023-07-17T13:02:59.383,1,074/105,Common,Water,,1.3,2.62,4.99,2.68,,1st Edition,60,Basic,"[WW] Giant Wave (40) 
<br>
Mantine can't attack during your next turn.",,L,F-30,2,
87180,Mantine,Mantine,https://tcgplayer-cdn.tcgplayer.com/product/87180_200w.jpg,3,1444,https://cpt.tcgcsv.com/DTJ,2023-07-17T13:02:59.383,1,074/105,Common,Water,,0.25,1.0,4.0,1.17,,Unlimited,60,Basic,"[WW] Giant Wave (40) 
<br>
Mantine can't attack during your next turn.",,L,F-30,2,
87194,Mareep,Mareep,https://tcgplayer-cdn.tcgplayer.com/product/87194_200w.jpg,3,1444,https://cpt.tcgcsv.com/VTJ,2022-11-28T21:55:57.217,1,075/105,Common,Lightning,,1.58,2.89,4.99,2.98,,1st Edition,50,Basic,[1] Headbutt (10),,F,,1,
87194,Mareep,Mareep,https://tcgplayer-cdn.tcgplayer.com/product/87194_200w.jpg,3,1444,https://cpt.tcgcsv.com/VTJ,2022-11-28T21:55:57.217,1,075/105,Common,Lightning,,1.12,1.27,29.99,1.56,1.21,Unlimited,50,Basic,[1] Headbutt (10),,F,,1,
87496,Miracle Energy,Miracle Energy,https://tcgplayer-cdn.tcgplayer.com/product/87496_200w.jpg,3,1444,https://cpt.tcgcsv.com/X_J,2022-11-29T03:14:00.493,1,016/105,Holo Rare,Special Energy,"You can't have more than 1 Miracle Energy in your deck.
<br>
Attach Miracle Energy to 1 of your Shining or Light Pokémon. At the end of your turn, discard Miracle Energy.
<br>
While in play, Miracle Energy counts as every type of Energy but provides only 2 Energy at a time.",65.56,78.32,89.99,78.32,,1st Edition Holofoil,,,,,,,,
87496,Miracle Energy,Miracle Energy,https://tcgplayer-cdn.tcgplayer.com/product/87496_200w.jpg,3,1444,https://cpt.tcgcsv.com/X_J,2022-11-29T03:14:00.493,1,016/105,Holo Rare,Special Energy,"You can't have more than 1 Miracle Energy in your deck.
<br>
Attach Miracle Energy to 1 of your Shining or Light Pokémon. At the end of your turn, discard Miracle Energy.
<br>
While in play, Miracle Energy counts as every type of Energy but provides only 2 Energy at a time.",20.2,24.24,9999.0,22.59,,Unlimited Holofoil,,,,,,,,
87997,Phanpy,Phanpy,https://tcgplayer-cdn.tcgplayer.com/product/87997_200w.jpg,3,1444,https://cpt.tcgcsv.com/ZcK,2022-11-29T03:16:58.63,1,076/105,Common,Fighting,,1.5,2.5,9.99,2.77,,1st Edition,40,Basic,"[F] Crushing Step (10+)
<br>
Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage.",,G,L-30,1,
87997,Phanpy,Phanpy,https://tcgplayer-cdn.tcgplayer.com/product/87997_200w.jpg,3,1444,https://cpt.tcgcsv.com/ZcK,2022-11-29T03:16:58.63,1,076/105,Common,Fighting,,0.65,0.99,6.44,1.32,,Unlimited,40,Basic,"[F] Crushing Step (10+)
<br>
Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage.",,G,L-30,1,
88123,Pineco,Pineco,https://tcgplayer-cdn.tcgplayer.com/product/88123_200w.jpg,3,1444,https://cpt.tcgcsv.com/tgK,2022-11-29T03:18:14.047,1,077/105,Common,Grass,,0.89,1.51,4.99,1.62,,1st Edition,40,Basic,[2] Tackle (20),,R,,2,
88123,Pineco,Pineco,https://tcgplayer-cdn.tcgplayer.com/product/88123_200w.jpg,3,1444,https://cpt.tcgcsv.com/tgK,2022-11-29T03:18:14.047,1,077/105,Common,Grass,,0.25,0.59,20.72,0.72,0.53,Unlimited,40,Basic,[2] Tackle (20),,R,,2,
88232,Pokemon Personality Test,Pokemon Personality Test,https://tcgplayer-cdn.tcgplayer.com/product/88232_200w.jpg,3,1444,https://cpt.tcgcsv.com/GjK,2023-02-25T20:33:04.06,1,102/105,Uncommon,Trainer,"Put an Evolution card from your hand face down in front of you. Your opponent guess whether it is a Pokémon card with Light in its name, a Pokémon card with Dark in its name, or neither one. Flip the card over. If your opponent guessed right, he or she draws 3 cards. If your opponent guessed wrong, you draw 3 cards. Either way, return the card to your hand.",9.42,17.99,21.39,9.63,,1st Edition,,,,,,,,
88232,Pokemon Personality Test,Pokemon Personality Test,https://tcgplayer-cdn.tcgplayer.com/product/88232_200w.jpg,3,1444,https://cpt.tcgcsv.com/GjK,2023-02-25T20:33:04.06,1,102/105,Uncommon,Trainer,"Put an Evolution card from your hand face down in front of you. Your opponent guess whether it is a Pokémon card with Light in its name, a Pokémon card with Dark in its name, or neither one. Flip the card over. If your opponent guessed right, he or she draws 3 cards. If your opponent guessed wrong, you draw 3 cards. Either way, return the card to your hand.",5.0,6.0,34.99,5.41,34.99,Unlimited,,,,,,,,
88305,Porygon,Porygon,https://tcgplayer-cdn.tcgplayer.com/product/88305_200w.jpg,3,1444,https://cpt.tcgcsv.com/7lK,2026-03-09T15:05:02.86,1,078/105,Common,Colorless,,2.8,20.0,96.95,5.29,96.95,1st Edition,50,Basic,[2] Sharpen (20),,F,P-30,1,
88305,Porygon,Porygon,https://tcgplayer-cdn.tcgplayer.com/product/88305_200w.jpg,3,1444,https://cpt.tcgcsv.com/7lK,2026-03-09T15:05:02.86,1,078/105,Common,Colorless,,0.5,1.32,21.31,1.31,2.2,Unlimited,50,Basic,[2] Sharpen (20),,F,P-30,1,
88433,Psyduck,Psyduck,https://tcgplayer-cdn.tcgplayer.com/product/88433_200w.jpg,3,1444,https://cpt.tcgcsv.com/HnK,2022-11-29T03:22:03.097,1,079/105,Common,Water,,42.0,44.49,53.48,30.9,,1st Edition,50,Basic,[W] Flipper Splash (10),"[1P] Migraine (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Confused. If tails, Psyduck is now Confused.",L,,1,
88433,Psyduck,Psyduck,https://tcgplayer-cdn.tcgplayer.com/product/88433_200w.jpg,3,1444,https://cpt.tcgcsv.com/HnK,2022-11-29T03:22:03.097,1,079/105,Common,Water,,9.8,13.99,20.0,13.32,,Unlimited,50,Basic,[W] Flipper Splash (10),"[1P] Migraine (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Confused. If tails, Psyduck is now Confused.",L,,1,
88497,Radio Tower,Radio Tower,https://tcgplayer-cdn.tcgplayer.com/product/88497_200w.jpg,3,1444,https://cpt.tcgcsv.com/ZpK,2022-11-29T03:27:17.607,1,095/105,Rare,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before attacking)</em>, that player may look at the top 2 cards of his or her deck and put them back in the same order.",9.0,9.96,12.99,9.36,,1st Edition,,,,,,,,
88497,Radio Tower,Radio Tower,https://tcgplayer-cdn.tcgplayer.com/product/88497_200w.jpg,3,1444,https://cpt.tcgcsv.com/ZpK,2022-11-29T03:27:17.607,1,095/105,Rare,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before attacking)</em>, that player may look at the top 2 cards of his or her deck and put them back in the same order.",5.0,5.35,26.37,6.37,,Unlimited,,,,,,,,
88693,Remoraid,Remoraid,https://tcgplayer-cdn.tcgplayer.com/product/88693_200w.jpg,3,1444,https://cpt.tcgcsv.com/TtK,2022-11-29T03:28:32.1,1,080/105,Common,Water,,1.0,1.99,5.0,1.67,1.49,1st Edition,40,Basic,"[W] Fury Strikes (10x)
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",,L,,,
