productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extWeakness,extResistance,extRetreatCost,extAttack3
86581,Lairon,Lairon,https://tcgplayer-cdn.tcgplayer.com/product/86581_200w.jpg,3,1367,https://cpt.tcgcsv.com/FFJ,2023-11-07T21:53:28.01,1,44/111,Uncommon,Metal,80,Stage 1,,[2] Heavy Metal (10+) Flip a coin for each M Energy attached to Lairon.  This attack does 10 damage plus 20 more damage for each heads.,0.45,0.76,5.0,0.96,,Reverse Holofoil,"[2M] Granite Head (40) During your opponent's next turn, any damage done to Lairon by attacks is reduced by 10 (after applying Weakness and Resistance).",R+20,P-20,2,
86679,Leafeon,Leafeon,https://tcgplayer-cdn.tcgplayer.com/product/86679_200w.jpg,3,1367,https://cpt.tcgcsv.com/CHJ,2023-11-07T21:53:37.423,1,45/111,Uncommon,Grass,90,Stage 1,"Energy Refresh - As long as Leafeon is your Active Pokemon, whenever you attach an Energy card from your hand to 1 of your Pokemon, remove 2 damage counters from that Pokemon.  (Poke-BODY)",[1G] Plus Energy (40) Attach a basic Energy card from your hand to 1 of your Pokemon.,1.25,2.5,17.0,2.36,,Normal,[2G] Soothing Scent (60) The Defending Pokemon is now Asleep.,R+20,W-20,2,
86679,Leafeon,Leafeon,https://tcgplayer-cdn.tcgplayer.com/product/86679_200w.jpg,3,1367,https://cpt.tcgcsv.com/CHJ,2023-11-07T21:53:37.423,1,45/111,Uncommon,Grass,90,Stage 1,"Energy Refresh - As long as Leafeon is your Active Pokemon, whenever you attach an Energy card from your hand to 1 of your Pokemon, remove 2 damage counters from that Pokemon.  (Poke-BODY)",[1G] Plus Energy (40) Attach a basic Energy card from your hand to 1 of your Pokemon.,1.83,4.99,6.66,12.15,,Reverse Holofoil,[2G] Soothing Scent (60) The Defending Pokemon is now Asleep.,R+20,W-20,2,
86888,Lucario GL,Lucario GL,https://tcgplayer-cdn.tcgplayer.com/product/86888_200w.jpg,3,1367,https://cpt.tcgcsv.com/NMJ,2024-02-09T07:58:53.72,1,8/111,Holo Rare,Fighting,80,Basic,Boundary Aura - Apply Weakness for each Pokemon (both yours and your opponent's) as x2 instead.  (Poke-BODY),[2M] Combo Throw (30+) Does 30 damage plus 10 more damage for each Energy attached to the Defending Pokemon.,17.0,22.99,99.99,21.49,,Holofoil,,Px2,,1,
86888,Lucario GL,Lucario GL,https://tcgplayer-cdn.tcgplayer.com/product/86888_200w.jpg,3,1367,https://cpt.tcgcsv.com/NMJ,2024-02-09T07:58:53.72,1,8/111,Holo Rare,Fighting,80,Basic,Boundary Aura - Apply Weakness for each Pokemon (both yours and your opponent's) as x2 instead.  (Poke-BODY),[2M] Combo Throw (30+) Does 30 damage plus 10 more damage for each Energy attached to the Defending Pokemon.,10.0,22.5,35.0,22.31,,Reverse Holofoil,,Px2,,1,
86891,Lucian's Assignment,Lucians Assignment,https://tcgplayer-cdn.tcgplayer.com/product/86891_200w.jpg,3,1367,https://cpt.tcgcsv.com/RMJ,2023-11-07T22:02:26.823,1,92/111,Uncommon,Supporter,0,Supporter,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",Move as many Energy cards attached to 1 of your Pokemon as you like to another of your Pokemon.,0.16,0.35,3.49,0.38,,Normal,,,,,
86891,Lucian's Assignment,Lucians Assignment,https://tcgplayer-cdn.tcgplayer.com/product/86891_200w.jpg,3,1367,https://cpt.tcgcsv.com/RMJ,2023-11-07T22:02:26.823,1,92/111,Uncommon,Supporter,0,Supporter,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",Move as many Energy cards attached to 1 of your Pokemon as you like to another of your Pokemon.,0.84,1.72,3.49,1.96,,Reverse Holofoil,,,,,
86951,Luxray GL,Luxray GL,https://tcgplayer-cdn.tcgplayer.com/product/86951_200w.jpg,3,1367,https://cpt.tcgcsv.com/2PJ,2023-11-07T21:48:49.563,1,9/111,Holo Rare,Lightning,80,Basic,,[2] Bite (30),11.3,15.3,37.74,23.11,,Holofoil,"[2L] Trash Bolt (70) Discard an Energy card from your hand.  (If you can't discard a card from your hand, this attack does nothing.)",Fx2,M-20,1,
86951,Luxray GL,Luxray GL,https://tcgplayer-cdn.tcgplayer.com/product/86951_200w.jpg,3,1367,https://cpt.tcgcsv.com/2PJ,2023-11-07T21:48:49.563,1,9/111,Holo Rare,Lightning,80,Basic,,[2] Bite (30),14.52,15.58,24.99,24.99,,Reverse Holofoil,"[2L] Trash Bolt (70) Discard an Energy card from your hand.  (If you can't discard a card from your hand, this attack does nothing.)",Fx2,M-20,1,
86952,Luxray GL Lv.X,Luxray GL LvX,https://tcgplayer-cdn.tcgplayer.com/product/86952_200w.jpg,3,1367,https://cpt.tcgcsv.com/3PJ,2023-11-07T22:05:50.797,1,109/111,Ultra Rare,Lightning,110,Level Up,"Bright Look - Once during your turn (before your attack), when you put Luxray GL LV.X from your hand onto your active Luxray GL, you may switch the Defending Pokemon with 1 of your opponent's Benched Pokemon.  (Poke-POWER)","[1L] Flash Impact (60) Does 30 damage to 1 of your Pokemon, and don't apply Weakness and Resistance to this damage.",65.51,67.49,69.47,116.42,,Holofoil,,Fx2,M-20,0,
86972,Machamp GL,Machamp GL,https://tcgplayer-cdn.tcgplayer.com/product/86972_200w.jpg,3,1367,https://cpt.tcgcsv.com/sPJ,2023-11-07T21:53:46.74,1,46/111,Uncommon,Fighting,100,Basic,,"[3] Cross-Cut (30+) If the Defending Pokemon is an Evolved Pokemon, this attack does 30 damage plus 20 more damage.",0.49,0.75,8.5,0.79,,Normal,"[2FF] Brush Off - Put the Defending Pokemon and all cards attached to it on top of your opponent's deck.  Your opponent shuffles his or her deck afterward.  (If your opponent doesn't have any Benched Pokemon, this attack does nothing.)",Px2,,3,
86972,Machamp GL,Machamp GL,https://tcgplayer-cdn.tcgplayer.com/product/86972_200w.jpg,3,1367,https://cpt.tcgcsv.com/sPJ,2023-11-07T21:53:46.74,1,46/111,Uncommon,Fighting,100,Basic,,"[3] Cross-Cut (30+) If the Defending Pokemon is an Evolved Pokemon, this attack does 30 damage plus 20 more damage.",1.55,1.86,4321.0,4.66,,Reverse Holofoil,"[2FF] Brush Off - Put the Defending Pokemon and all cards attached to it on top of your opponent's deck.  Your opponent shuffles his or her deck afterward.  (If your opponent doesn't have any Benched Pokemon, this attack does nothing.)",Px2,,3,
87142,Mamoswine GL,Mamoswine GL,https://tcgplayer-cdn.tcgplayer.com/product/87142_200w.jpg,3,1367,https://cpt.tcgcsv.com/SSJ,2023-11-07T21:51:17.98,1,27/111,Rare,Water,100,Basic,"Icy Aura - As long as Mamoswine GL is your Active Pokemon, put 1 damage counter on each Active Pokemon (excluding W Pokemon) (both your and your opponent's) between turns.  (Poke-BODY)","[2WW] Avalanche (60) Flip a coin.  If heads, this attack does 10 damage to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",1.2,2.11,96.95,1.61,,Normal,,Mx2,L-20,4,
87142,Mamoswine GL,Mamoswine GL,https://tcgplayer-cdn.tcgplayer.com/product/87142_200w.jpg,3,1367,https://cpt.tcgcsv.com/SSJ,2023-11-07T21:51:17.98,1,27/111,Rare,Water,100,Basic,"Icy Aura - As long as Mamoswine GL is your Active Pokemon, put 1 damage counter on each Active Pokemon (excluding W Pokemon) (both your and your opponent's) between turns.  (Poke-BODY)","[2WW] Avalanche (60) Flip a coin.  If heads, this attack does 10 damage to each of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",1.49,3.86,7.95,3.86,,Reverse Holofoil,,Mx2,L-20,4,
87365,Metal Energy (Special),Metal Energy Special,https://tcgplayer-cdn.tcgplayer.com/product/87365_200w.jpg,3,1367,https://cpt.tcgcsv.com/kZJ,2023-11-07T22:04:50.28,1,100/111,Uncommon,Special Metal Energy,,,Damage done by attacks to the Pokemon that Metal Energy is attached to is reduced by 10 (after applying Weakness and Resistance).  Ignore this effect if the Pokemon that Metal Energy is attached to isn't M.  Metal Energy provides M Energy.  (Doesn't count as a basic Energy card.),,0.15,0.43,1.75,0.43,,Normal,,,,,
87365,Metal Energy (Special),Metal Energy Special,https://tcgplayer-cdn.tcgplayer.com/product/87365_200w.jpg,3,1367,https://cpt.tcgcsv.com/kZJ,2023-11-07T22:04:50.28,1,100/111,Uncommon,Special Metal Energy,,,Damage done by attacks to the Pokemon that Metal Energy is attached to is reduced by 10 (after applying Weakness and Resistance).  Ignore this effect if the Pokemon that Metal Energy is attached to isn't M.  Metal Energy provides M Energy.  (Doesn't count as a basic Energy card.),,1.0,1.64,5.94,1.47,,Reverse Holofoil,,,,,
87521,Mismagius GL,Mismagius GL,https://tcgplayer-cdn.tcgplayer.com/product/87521_200w.jpg,3,1367,https://cpt.tcgcsv.com/r0K,2023-11-07T21:48:56.663,1,10/111,Holo Rare,Psychic,80,Basic,,"[P] Psychic Removal (10) Flip 2 coins.  If both of them are heads, discard all Energy attached to the Defending Pokemon.",4.96,7.43,13.22,8.96,,Holofoil,[1P] Grudge (20+) Does 20 damage plus 10 more damage for each Prize card your opponent has taken.,Dx2,C-20,1,
87521,Mismagius GL,Mismagius GL,https://tcgplayer-cdn.tcgplayer.com/product/87521_200w.jpg,3,1367,https://cpt.tcgcsv.com/r0K,2023-11-07T21:48:56.663,1,10/111,Holo Rare,Psychic,80,Basic,,"[P] Psychic Removal (10) Flip 2 coins.  If both of them are heads, discard all Energy attached to the Defending Pokemon.",5.96,7.5,7.91,8.85,,Reverse Holofoil,[1P] Grudge (20+) Does 20 damage plus 10 more damage for each Prize card your opponent has taken.,Dx2,C-20,1,
87522,Mismagius GL Lv.X,Mismagius GL LvX,https://tcgplayer-cdn.tcgplayer.com/product/87522_200w.jpg,3,1367,https://cpt.tcgcsv.com/s0K,2023-11-07T22:05:56.61,1,110/111,Ultra Rare,Psychic,100,Level Up,"Magical Return - As often as you like during your turn (before your attack), you may return a Pokemon Tool card or Technical Machine card attached to your Pokemon to your hand.  This power can't be used if Mismagius GL is affected by a Special Condition.  (Poke-POWER)",[1PP] Darkness Magic - Count the number of cards in your hand.  Put that many damage counters on the Defending Pokemon.  You can't put more than 8 damage counters in this way.,19.99,35.9,52.22,49.61,,Holofoil,,Dx2,C-20,1,
87584,Mow Rotom,Mow Rotom,https://tcgplayer-cdn.tcgplayer.com/product/87584_200w.jpg,3,1367,https://cpt.tcgcsv.com/J2K,2019-09-04T14:55:48.103,1,RT4,Ultra Rare,Lightning,90,Basic,"Mow Shift - Once during your turn (before your attack), you may use this power.  Mow Rotom's type is G until the end of your turn.  (Poke-POWER)",[2] Slash (20),12.99,15.0,20.0,30.57,,Reverse Holofoil,"[2G] Mow Down (50) Flip a coin.  If heads, discard an Energy card attached to each of your opponent's Pokemon.",D+20,C-20,2,
87597,Mr. Mime E4,Mr Mime E4,https://tcgplayer-cdn.tcgplayer.com/product/87597_200w.jpg,3,1367,https://cpt.tcgcsv.com/Z2K,2023-11-07T21:51:24.44,1,28/111,Rare,Psychic,70,Basic,,[0] Magic Heal - Flip 3 coins.  Remove a number of damage counters equal to the number of heads from your Pokemon in any way you like.,0.35,0.73,5.0,0.74,,Normal,"[1P] Barrier Attack (30) During your opponent's next turn, any damage done to Mr. Mime E4 by attacks is reduced by 10 (after applying Weakness and Resistance).",Px2,,1,
87597,Mr. Mime E4,Mr Mime E4,https://tcgplayer-cdn.tcgplayer.com/product/87597_200w.jpg,3,1367,https://cpt.tcgcsv.com/Z2K,2023-11-07T21:51:24.44,1,28/111,Rare,Psychic,70,Basic,,[0] Magic Heal - Flip 3 coins.  Remove a number of damage counters equal to the number of heads from your Pokemon in any way you like.,4.33,4.39,18.0,5.74,,Reverse Holofoil,"[1P] Barrier Attack (30) During your opponent's next turn, any damage done to Mr. Mime E4 by attacks is reduced by 10 (after applying Weakness and Resistance).",Px2,,1,
87639,Munchlax (69),Munchlax 69,https://tcgplayer-cdn.tcgplayer.com/product/87639_200w.jpg,3,1367,https://cpt.tcgcsv.com/P3K,2023-11-07T21:57:05.937,1,69/111,Common,Colorless,70,Basic,"Baby Evolution - Once during your turn (before your attack), you may put Snorlax from your hand onto Munchlax (this counts as evolving Munchlax) and remove all damage counters from Munchlax.  (Poke-POWER)",[2] Rest - Remove all Special Conditions and 6 damage counters from Munchlax.  Munchlax is now Asleep.,4.2,5.58,20.0,6.07,,Normal,,F+10,,2,
87639,Munchlax (69),Munchlax 69,https://tcgplayer-cdn.tcgplayer.com/product/87639_200w.jpg,3,1367,https://cpt.tcgcsv.com/P3K,2023-11-07T21:57:05.937,1,69/111,Common,Colorless,70,Basic,"Baby Evolution - Once during your turn (before your attack), you may put Snorlax from your hand onto Munchlax (this counts as evolving Munchlax) and remove all damage counters from Munchlax.  (Poke-POWER)",[2] Rest - Remove all Special Conditions and 6 damage counters from Munchlax.  Munchlax is now Asleep.,15.0,18.96,69.7,37.79,,Reverse Holofoil,,F+10,,2,
87640,Munchlax (70),Munchlax 70,https://tcgplayer-cdn.tcgplayer.com/product/87640_200w.jpg,3,1367,https://cpt.tcgcsv.com/Q3K,2023-11-07T21:57:13.177,1,70/111,Common,Colorless,70,Basic,"Baby Evolution - Once during your turn (before your attack), you may put Snorlax from your hand onto Munchlax (this counts as evolving Munchlax) and remove all damage counters from Munchlax.  (Poke-POWER)","[2] Errand-Running - Search your deck for a Trainer card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",3.99,7.15,25.0,5.18,,Normal,,F+20,,2,
87640,Munchlax (70),Munchlax 70,https://tcgplayer-cdn.tcgplayer.com/product/87640_200w.jpg,3,1367,https://cpt.tcgcsv.com/Q3K,2023-11-07T21:57:13.177,1,70/111,Common,Colorless,70,Basic,"Baby Evolution - Once during your turn (before your attack), you may put Snorlax from your hand onto Munchlax (this counts as evolving Munchlax) and remove all damage counters from Munchlax.  (Poke-POWER)","[2] Errand-Running - Search your deck for a Trainer card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",8.0,23.56,25.0,43.31,,Reverse Holofoil,,F+20,,2,
87698,Nidoking,Nidoking,https://tcgplayer-cdn.tcgplayer.com/product/87698_200w.jpg,3,1367,https://cpt.tcgcsv.com/-5K,2023-11-07T21:51:31.247,1,29/111,Rare,Fighting,130,Stage 2,"Territoriality - If your Active Pokemon is damaged by an opponent's attack (even if that Pokemon is Knocked Out), put 2 damage counters on the Attacking Pokemon.  You can't put more than 2 damage counters this way. (Poke-BODY)","[3] Fling Away (60) If your opponent has any Benched Pokemon, this attack's base damage is 30 instead of 60 and this attack does 30 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",1.5,6.02,9.99,6.16,,Normal,"[3F] Giga Horn (100) Flip 2 coins.  If both of them are tails, this attack does nothing.",W+30,L-20,2,
87698,Nidoking,Nidoking,https://tcgplayer-cdn.tcgplayer.com/product/87698_200w.jpg,3,1367,https://cpt.tcgcsv.com/-5K,2023-11-07T21:51:31.247,1,29/111,Rare,Fighting,130,Stage 2,"Territoriality - If your Active Pokemon is damaged by an opponent's attack (even if that Pokemon is Knocked Out), put 2 damage counters on the Attacking Pokemon.  You can't put more than 2 damage counters this way. (Poke-BODY)","[3] Fling Away (60) If your opponent has any Benched Pokemon, this attack's base damage is 30 instead of 60 and this attack does 30 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",7.91,9.99,12.94,7.5,,Reverse Holofoil,"[3F] Giga Horn (100) Flip 2 coins.  If both of them are tails, this attack does nothing.",W+30,L-20,2,
87709,Nidoqueen,Nidoqueen,https://tcgplayer-cdn.tcgplayer.com/product/87709_200w.jpg,3,1367,https://cpt.tcgcsv.com/c6K,2023-11-07T21:51:38.303,1,30/111,Rare,Psychic,120,Stage 2,"Maternal Comfort - At any time between turns, remove 1 damage counter from each of your Pokemon.  You can't use more than 1 Maternal Comfort Poke-Body between turns.  (Poke-BODY)",[P] Mega Punch (40),3.0,3.85,9.99,3.85,,Normal,[2P] Ruthless Tail (50+) Does 50 damage plus 10 more damage for each of your opponent's Benched Pokemon.,P+30,L-20,3,
87709,Nidoqueen,Nidoqueen,https://tcgplayer-cdn.tcgplayer.com/product/87709_200w.jpg,3,1367,https://cpt.tcgcsv.com/c6K,2023-11-07T21:51:38.303,1,30/111,Rare,Psychic,120,Stage 2,"Maternal Comfort - At any time between turns, remove 1 damage counter from each of your Pokemon.  You can't use more than 1 Maternal Comfort Poke-Body between turns.  (Poke-BODY)",[P] Mega Punch (40),3.99,5.59,7.79,3.65,,Reverse Holofoil,[2P] Ruthless Tail (50+) Does 50 damage plus 10 more damage for each of your opponent's Benched Pokemon.,P+30,L-20,3,
87719,Nidoran F,Nidoran F,https://tcgplayer-cdn.tcgplayer.com/product/87719_200w.jpg,3,1367,https://cpt.tcgcsv.com/p6K,2023-11-07T21:57:21.557,1,71/111,Common,Psychic,60,Basic,,[P] Scratch (10),0.15,0.38,1.73,0.44,,Normal,"[2] Offer Help - Search your deck for a Supporter card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",P+10,,1,
87719,Nidoran F,Nidoran F,https://tcgplayer-cdn.tcgplayer.com/product/87719_200w.jpg,3,1367,https://cpt.tcgcsv.com/p6K,2023-11-07T21:57:21.557,1,71/111,Common,Psychic,60,Basic,,[P] Scratch (10),1.79,4.49,6.45,3.65,,Reverse Holofoil,"[2] Offer Help - Search your deck for a Supporter card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",P+10,,1,
87728,Nidoran M,Nidoran M,https://tcgplayer-cdn.tcgplayer.com/product/87728_200w.jpg,3,1367,https://cpt.tcgcsv.com/B6K,2023-11-07T21:57:29.367,1,72/111,Common,Psychic,50,Basic,,"[1] Leer - Flip a coin.  If heads, the Defending Pokemon can't attack during your opponent's next turn.",0.1,0.3,1.69,0.34,0.34,Normal,"[1P] Horn Hazard (40) Flip a coin.  If tails, this attack does nothing.",P+10,,1,
87728,Nidoran M,Nidoran M,https://tcgplayer-cdn.tcgplayer.com/product/87728_200w.jpg,3,1367,https://cpt.tcgcsv.com/B6K,2023-11-07T21:57:29.367,1,72/111,Common,Psychic,50,Basic,,"[1] Leer - Flip a coin.  If heads, the Defending Pokemon can't attack during your opponent's next turn.",0.65,1.02,2.49,0.79,,Reverse Holofoil,"[1P] Horn Hazard (40) Flip a coin.  If tails, this attack does nothing.",P+10,,1,
87737,Nidorina,Nidorina,https://tcgplayer-cdn.tcgplayer.com/product/87737_200w.jpg,3,1367,https://cpt.tcgcsv.com/M6K,2023-11-07T21:57:39.317,1,73/111,Common,Psychic,80,Stage 1,,"[1] Jump Tackle (30) Nidorina does 10 damage to itself, and don't apply Weakness and resistance to this damage.",0.15,0.38,1.49,0.4,,Normal,"[2P] Stress Poison (40+) If Nidorina has any damage counters on it, this attack does 40 damage plus 20 more damage and the Defending Pokemon is now Poisoned.",P+20,,2,
87737,Nidorina,Nidorina,https://tcgplayer-cdn.tcgplayer.com/product/87737_200w.jpg,3,1367,https://cpt.tcgcsv.com/M6K,2023-11-07T21:57:39.317,1,73/111,Common,Psychic,80,Stage 1,,"[1] Jump Tackle (30) Nidorina does 10 damage to itself, and don't apply Weakness and resistance to this damage.",1.93,3.11,4.69,3.13,,Reverse Holofoil,"[2P] Stress Poison (40+) If Nidorina has any damage counters on it, this attack does 40 damage plus 20 more damage and the Defending Pokemon is now Poisoned.",P+20,,2,
87746,Nidorino,Nidorino,https://tcgplayer-cdn.tcgplayer.com/product/87746_200w.jpg,3,1367,https://cpt.tcgcsv.com/X6K,2023-11-07T21:57:46.473,1,74/111,Common,Psychic,80,Stage 1,,[1P] Toxic - The Defending Pokemon is now Poisoned.  Put 2 damage counters instead of 1 on the Defending Pokemon between turns.,0.08,0.27,1.69,0.39,0.19,Normal,[3] Frustration - Choose 1 of your opponent's Pokemon that doesn't have any damage counters on it.  This attack does 40 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),P+20,,1,
87746,Nidorino,Nidorino,https://tcgplayer-cdn.tcgplayer.com/product/87746_200w.jpg,3,1367,https://cpt.tcgcsv.com/X6K,2023-11-07T21:57:46.473,1,74/111,Common,Psychic,80,Stage 1,,[1P] Toxic - The Defending Pokemon is now Poisoned.  Put 2 damage counters instead of 1 on the Defending Pokemon between turns.,4.19,4.86,19.99,4.18,,Reverse Holofoil,[3] Frustration - Choose 1 of your opponent's Pokemon that doesn't have any damage counters on it.  This attack does 40 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),P+20,,1,
87826,Nuzleaf,Nuzleaf,https://tcgplayer-cdn.tcgplayer.com/product/87826_200w.jpg,3,1367,https://cpt.tcgcsv.com/x8K,2023-11-07T21:57:54.123,1,75/111,Common,Darkness,80,Stage 1,,"[D] Blind (10) If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",0.1,0.26,1.79,0.28,,Normal,"[2] Feint Attack - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon.",R+20,P-20,1,
87826,Nuzleaf,Nuzleaf,https://tcgplayer-cdn.tcgplayer.com/product/87826_200w.jpg,3,1367,https://cpt.tcgcsv.com/x8K,2023-11-07T21:57:54.123,1,75/111,Common,Darkness,80,Stage 1,,"[D] Blind (10) If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",0.43,1.19,2.49,0.99,,Reverse Holofoil,"[2] Feint Attack - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon.",R+20,P-20,1,
88091,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/88091_200w.jpg,3,1367,https://cpt.tcgcsv.com/RfK,2023-11-07T22:06:10.923,1,112/111,Secret Rare,Lightning,40,Basic,,[1] Gnaw (10),125.0,249.99,349.99,170.0,,Holofoil,"[1L] Thunder Jolt (30) Flip a coin.  If tails, Pikachu does 10 damage to itself.",Fx2,,1,
88224,Pokemon Contest Hall,Pokemon Contest Hall,https://tcgplayer-cdn.tcgplayer.com/product/88224_200w.jpg,3,1367,https://cpt.tcgcsv.com/vjK,2025-02-05T21:07:33.897,1,93/111,Uncommon,Stadium,0,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card.","Once during each player's turn, if that player's Bench isn't full, the player may flip a coin.  If heads, that player searches his or her deck for a Basic Pokemon and puts it onto his or her Bench.  If the player does, he or she may search his or her deck for a Pokemon Tool card and attach it to that Pokemon.  If that player searched his or her deck, the player shuffles his or her deck afterward.",0.15,0.3,2.32,0.27,,Normal,,,,,
88224,Pokemon Contest Hall,Pokemon Contest Hall,https://tcgplayer-cdn.tcgplayer.com/product/88224_200w.jpg,3,1367,https://cpt.tcgcsv.com/vjK,2025-02-05T21:07:33.897,1,93/111,Uncommon,Stadium,0,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card.","Once during each player's turn, if that player's Bench isn't full, the player may flip a coin.  If heads, that player searches his or her deck for a Basic Pokemon and puts it onto his or her Bench.  If the player does, he or she may search his or her deck for a Pokemon Tool card and attach it to that Pokemon.  If that player searched his or her deck, the player shuffles his or her deck afterward.",0.72,1.27,4.89,0.8,,Reverse Holofoil,,,,,
88476,Quagsire GL,Quagsire GL,https://tcgplayer-cdn.tcgplayer.com/product/88476_200w.jpg,3,1367,https://cpt.tcgcsv.com/xpK,2023-11-07T21:58:07.777,1,76/111,Common,Water,90,Basic,"Submerge - As long as Quagsire GL is on your Bench, prevent all damage done to Quagsire GL by attacks (both yours and your opponent's).  (Poke-BODY)",[2W] Punch and Run (40) You may switch Quagsire GL with 1 of your Benched Pokemon.,0.22,0.78,7.5,1.01,,Normal,,Gx2,L-20,2,
88476,Quagsire GL,Quagsire GL,https://tcgplayer-cdn.tcgplayer.com/product/88476_200w.jpg,3,1367,https://cpt.tcgcsv.com/xpK,2023-11-07T21:58:07.777,1,76/111,Common,Water,90,Basic,"Submerge - As long as Quagsire GL is on your Bench, prevent all damage done to Quagsire GL by attacks (both yours and your opponent's).  (Poke-BODY)",[2W] Punch and Run (40) You may switch Quagsire GL with 1 of your Benched Pokemon.,6.95,7.37,7.79,9.42,,Reverse Holofoil,,Gx2,L-20,2,
88527,Raichu GL,Raichu GL,https://tcgplayer-cdn.tcgplayer.com/product/88527_200w.jpg,3,1367,https://cpt.tcgcsv.com/zqK,2023-11-07T21:51:48.16,1,31/111,Rare,Lightning,80,Basic,,[1] Thunder Throw - Choose 2 of your opponent's Benched Pokemon.  This attack does 10 damage to each of them.  (Don't apply Weakness and Resistance for Benched Pokemon.),3.4,3.87,9.5,4.09,,Normal,[1L] Repeat Lightning (30+) Does 30 damage plus 10 more damage for each of your opponent's Benched Pokemon that has any damage counters on it.,Fx2,M-20,0,
88527,Raichu GL,Raichu GL,https://tcgplayer-cdn.tcgplayer.com/product/88527_200w.jpg,3,1367,https://cpt.tcgcsv.com/zqK,2023-11-07T21:51:48.16,1,31/111,Rare,Lightning,80,Basic,,[1] Thunder Throw - Choose 2 of your opponent's Benched Pokemon.  This attack does 10 damage to each of them.  (Don't apply Weakness and Resistance for Benched Pokemon.),7.0,20.4,54.21,36.88,,Reverse Holofoil,[1L] Repeat Lightning (30+) Does 30 damage plus 10 more damage for each of your opponent's Benched Pokemon that has any damage counters on it.,Fx2,M-20,0,
88572,Rampardos GL,Rampardos GL,https://tcgplayer-cdn.tcgplayer.com/product/88572_200w.jpg,3,1367,https://cpt.tcgcsv.com/srK,2023-11-07T21:49:07.17,1,11/111,Holo Rare,Fighting,90,Basic,,"[1F] Trample - Flip a coin for each Benched Pokemon (both yours and your opponent's).  If that coin flip is heads, this attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",4.0,7.38,8.98,7.24,,Holofoil,"[2F] Rend (40+) If the Defending Pokemon has any damage counters on it, this attack does 40 damage plus 20 more damage.",Gx2,,1,
88572,Rampardos GL,Rampardos GL,https://tcgplayer-cdn.tcgplayer.com/product/88572_200w.jpg,3,1367,https://cpt.tcgcsv.com/srK,2023-11-07T21:49:07.17,1,11/111,Holo Rare,Fighting,90,Basic,,"[1F] Trample - Flip a coin for each Benched Pokemon (both yours and your opponent's).  If that coin flip is heads, this attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",5.0,8.1,4321.0,7.0,,Reverse Holofoil,"[2F] Rend (40+) If the Defending Pokemon has any damage counters on it, this attack does 40 damage plus 20 more damage.",Gx2,,1,
88588,Rapidash E4,Rapidash E4,https://tcgplayer-cdn.tcgplayer.com/product/88588_200w.jpg,3,1367,https://cpt.tcgcsv.com/NrK,2023-11-07T21:54:00.05,1,47/111,Uncommon,Fire,70,Basic,,"[0] Pickup Power - Flip 3 coins.  For each heads, search your discard pile for a basic Energy card, show it to your opponent, and put it into your hand.",0.54,0.84,5.0,0.77,,Normal,[R] Fire Mane (20),Wx2,,0,
