productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extAttack3,extAttack4
87199,Mareep,Mareep,https://tcgplayer-cdn.tcgplayer.com/product/87199_200w.jpg,3,1398,https://cpt.tcgcsv.com/_TJ,2022-07-25T04:49:10.753,1,62/115,Common,Lightning,50,Basic,,[L] Tackle (10),F,M,1,41.57,43.29,45.0,55.0,,Reverse Holofoil,,,
87243,Mary's Request,Marys Request,https://tcgplayer-cdn.tcgplayer.com/product/87243_200w.jpg,3,1398,https://cpt.tcgcsv.com/TVJ,2021-08-03T20:20:08.25,1,86/115,Uncommon,Supporter,,,"Draw a card.  If you don't have any Stage 2 Evolved Pokemon in play, draw 2 more cards.",,,,,1.76,2.48,22.98,2.8,2.62,Normal,,,
87243,Mary's Request,Marys Request,https://tcgplayer-cdn.tcgplayer.com/product/87243_200w.jpg,3,1398,https://cpt.tcgcsv.com/TVJ,2021-08-03T20:20:08.25,1,86/115,Uncommon,Supporter,,,"Draw a card.  If you don't have any Stage 2 Evolved Pokemon in play, draw 2 more cards.",,,,,49.99,58.49,66.13,64.99,,Reverse Holofoil,,,
87291,Meganium,Meganium,https://tcgplayer-cdn.tcgplayer.com/product/87291_200w.jpg,3,1398,https://cpt.tcgcsv.com/RWJ,2021-08-03T20:20:13.367,1,9/115,Holo Rare,Grass,100,Stage 2,"<b>Poke-BODY</b> Healing Aroma 
<br>As long as Meganium is your Active Pokemon, remove 1 damage counter from each Pokemon (excluding Pokemon-ex)<em> (both your and your opponent's)</em> between turns.","[1GG] Bouncy Move (50+) 
<br>You may put up to 5 damage counters on Meganium.  If you do, this attack does 50 damage plus 10 more damage for each damage counter you put on Meganium in this way.",R,W,3,20.63,28.0,49.99,32.53,,Holofoil,,,
87291,Meganium,Meganium,https://tcgplayer-cdn.tcgplayer.com/product/87291_200w.jpg,3,1398,https://cpt.tcgcsv.com/RWJ,2021-08-03T20:20:13.367,1,9/115,Holo Rare,Grass,100,Stage 2,"<b>Poke-BODY</b> Healing Aroma 
<br>As long as Meganium is your Active Pokemon, remove 1 damage counter from each Pokemon (excluding Pokemon-ex)<em> (both your and your opponent's)</em> between turns.","[1GG] Bouncy Move (50+) 
<br>You may put up to 5 damage counters on Meganium.  If you do, this attack does 50 damage plus 10 more damage for each damage counter you put on Meganium in this way.",R,W,3,19.0,19.65,29.99,27.69,,Reverse Holofoil,,,
87298,Meganium ex,Meganium ex,https://tcgplayer-cdn.tcgplayer.com/product/87298_200w.jpg,3,1398,https://cpt.tcgcsv.com/-WJ,2021-08-03T20:20:18.76,1,106/115,Ultra Rare,Grass,150,Stage 2,"<b>Poke-POWER</b> Nurture and Heal 
<br>Once during your turn (before your attack), you may attach a Grass Energy card from your hand to 1 of your Pokemon.  If you do, remove 1 damage counter from that Pokemon.  This power can't be used if Meganium ex is affected by a Special Condition.",[3] Razor Leaf (50),GR,W,2,90.0,99.99,350.0,125.79,,Holofoil,"[3GG] Power Poison (90) 
<br>Discard 1 Energy attached to Meganium ex.  The Defending Pokemon is now Poisoned.",,
87358,Metal Energy (Special),Metal Energy Special,https://tcgplayer-cdn.tcgplayer.com/product/87358_200w.jpg,3,1398,https://cpt.tcgcsv.com/bZJ,2021-08-03T20:20:23.987,1,97/115,Rare,Special Metal Energy,,,Damage done by attacks to the Pokemon that Metal Energy is attached to is reduced by 10 <em>(after applying Weakness and Resistance)</em>.  Ignore this effect if the Pokemon that Metal Energy is attached to isn't Metal.  Metal Energy provides Metal Energy. <em> (Doesn't count as a basic Energy card.)</em>,,,,,0.7,1.07,5.0,1.04,,Normal,,,
87358,Metal Energy (Special),Metal Energy Special,https://tcgplayer-cdn.tcgplayer.com/product/87358_200w.jpg,3,1398,https://cpt.tcgcsv.com/bZJ,2021-08-03T20:20:23.987,1,97/115,Rare,Special Metal Energy,,,Damage done by attacks to the Pokemon that Metal Energy is attached to is reduced by 10 <em>(after applying Weakness and Resistance)</em>.  Ignore this effect if the Pokemon that Metal Energy is attached to isn't Metal.  Metal Energy provides Metal Energy. <em> (Doesn't count as a basic Energy card.)</em>,,,,,9.0,11.78,25.0,11.93,,Reverse Holofoil,,,
87463,Miltank,Miltank,https://tcgplayer-cdn.tcgplayer.com/product/87463_200w.jpg,3,1398,https://cpt.tcgcsv.com/h_J,2021-08-03T20:20:30.123,1,42/115,Uncommon,Colorless,60,Basic,"<b>Poke-BODY</b> Thick Fat 
<br>Any damage done to Miltank by attacks from Fire Pokemon and Water Pokemon is reduced by 30 <em>(after applying Weakness and Resistance). </em>","[1] Healing Milk 
<br>Flip 2 coins.  For each heads, remove 2 damage counters from 1 of your Pokemon.",F,None,1,6.0,33.0,60.0,8.44,,Normal,"[2] Body Slam (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,
87463,Miltank,Miltank,https://tcgplayer-cdn.tcgplayer.com/product/87463_200w.jpg,3,1398,https://cpt.tcgcsv.com/h_J,2021-08-03T20:20:30.123,1,42/115,Uncommon,Colorless,60,Basic,"<b>Poke-BODY</b> Thick Fat 
<br>Any damage done to Miltank by attacks from Fire Pokemon and Water Pokemon is reduced by 30 <em>(after applying Weakness and Resistance). </em>","[1] Healing Milk 
<br>Flip 2 coins.  For each heads, remove 2 damage counters from 1 of your Pokemon.",F,None,1,49.99,59.99,69.99,67.5,,Reverse Holofoil,"[2] Body Slam (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,
87651,Murkrow,Murkrow,https://tcgplayer-cdn.tcgplayer.com/product/87651_200w.jpg,3,1398,https://cpt.tcgcsv.com/25K,2025-11-20T03:43:24.93,1,30/115,Rare,Darkness,70,Basic,,"[1] Night Song 
<br>Switch 1 of your opponent's Benched Pokemon with 1 of the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.  The new Defending Pokemon is now Asleep.",L,F,1,1.09,1.38,27.99,1.52,27.98,Normal,"[2] Plunder (20) 
<br>Before doing damage, discard all Trainer cards attached to the Defending Pokemon.",,
87651,Murkrow,Murkrow,https://tcgplayer-cdn.tcgplayer.com/product/87651_200w.jpg,3,1398,https://cpt.tcgcsv.com/25K,2025-11-20T03:43:24.93,1,30/115,Rare,Darkness,70,Basic,,"[1] Night Song 
<br>Switch 1 of your opponent's Benched Pokemon with 1 of the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.  The new Defending Pokemon is now Asleep.",L,F,1,9.41,70.0,145.0,55.0,,Reverse Holofoil,"[2] Plunder (20) 
<br>Before doing damage, discard all Trainer cards attached to the Defending Pokemon.",,
87685,Natu,Natu,https://tcgplayer-cdn.tcgplayer.com/product/87685_200w.jpg,3,1398,https://cpt.tcgcsv.com/K5K,2021-08-03T20:21:36,1,63/115,Common,Psychic,50,Basic,,"[1] Telekinesis 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  This attack's damage isn't affected by Weakness or Resistance.",P,None,1,0.07,0.35,5.0,0.33,,Normal,,,
87685,Natu,Natu,https://tcgplayer-cdn.tcgplayer.com/product/87685_200w.jpg,3,1398,https://cpt.tcgcsv.com/K5K,2021-08-03T20:21:36,1,63/115,Common,Psychic,50,Basic,,"[1] Telekinesis 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  This attack's damage isn't affected by Weakness or Resistance.",P,None,1,8.6,14.99,19.99,19.64,,Reverse Holofoil,,,
87792,Noctowl,Noctowl,https://tcgplayer-cdn.tcgplayer.com/product/87792_200w.jpg,3,1398,https://cpt.tcgcsv.com/S7K,2021-08-03T20:21:41.96,1,43/115,Uncommon,Colorless,70,Stage 1,,"[1] Spearhead 
<br>Draw 3 cards.",L,F,1,0.2,0.59,96.53,0.91,3.84,Normal,"[2] Surprise (30) 
<br>Choose 1 card from your opponent's hand without looking.  Look at the card you chose, then have your opponent shuffle that card into his or her deck.",,
87792,Noctowl,Noctowl,https://tcgplayer-cdn.tcgplayer.com/product/87792_200w.jpg,3,1398,https://cpt.tcgcsv.com/S7K,2021-08-03T20:21:41.96,1,43/115,Uncommon,Colorless,70,Stage 1,,"[1] Spearhead 
<br>Draw 3 cards.",L,F,1,12.43,28.98,52.89,12.14,,Reverse Holofoil,"[2] Surprise (30) 
<br>Choose 1 card from your opponent's hand without looking.  Look at the card you chose, then have your opponent shuffle that card into his or her deck.",,
87831,Octillery,Octillery,https://tcgplayer-cdn.tcgplayer.com/product/87831_200w.jpg,3,1398,https://cpt.tcgcsv.com/F8K,2021-08-03T20:21:49.02,1,10/115,Holo Rare,Water,80,Stage 1,"<b>Poke-BODY</b> Super Suction Cups 
<br>As long as Octillery is your Active Pokemon, your opponent's Pokemon can't retreat.","[1] Standing By 
<br>Discard an Energy card attached to Octillery.  During your next turn, Octillery's Pulse Blast attack's base damage is 120.",L,,1,5.82,10.0,19.99,9.12,,Holofoil,[1W] Pulse Blast (30),,
87831,Octillery,Octillery,https://tcgplayer-cdn.tcgplayer.com/product/87831_200w.jpg,3,1398,https://cpt.tcgcsv.com/F8K,2021-08-03T20:21:49.02,1,10/115,Holo Rare,Water,80,Stage 1,"<b>Poke-BODY</b> Super Suction Cups 
<br>As long as Octillery is your Active Pokemon, your opponent's Pokemon can't retreat.","[1] Standing By 
<br>Discard an Energy card attached to Octillery.  During your next turn, Octillery's Pulse Blast attack's base damage is 120.",L,,1,21.57,28.22,34.99,13.38,,Reverse Holofoil,[1W] Pulse Blast (30),,
87842,Oddish,Oddish,https://tcgplayer-cdn.tcgplayer.com/product/87842_200w.jpg,3,1398,https://cpt.tcgcsv.com/S8K,2021-08-03T20:21:55.45,1,64/115,Common,Grass,50,Basic,,"[G] Stun Sport (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",P,None,1,0.18,0.38,20.4,0.38,,Normal,,,
87842,Oddish,Oddish,https://tcgplayer-cdn.tcgplayer.com/product/87842_200w.jpg,3,1398,https://cpt.tcgcsv.com/S8K,2021-08-03T20:21:55.45,1,64/115,Common,Grass,50,Basic,,"[G] Stun Sport (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",P,None,1,30.0,53.11,69.99,23.81,,Reverse Holofoil,,,
87881,Onix,Onix,https://tcgplayer-cdn.tcgplayer.com/product/87881_200w.jpg,3,1398,https://cpt.tcgcsv.com/F9K,2022-04-08T07:22:15.12,1,65/115,Common,Fighting,80,Basic,,"[1] Dig Deep 
<br>Search your discard pile for an Energy card, show it to your opponent, and put it into your hand.",W,None,3,0.25,0.5,2.99,0.49,,Normal,[2] Mud Slap (20),,
87881,Onix,Onix,https://tcgplayer-cdn.tcgplayer.com/product/87881_200w.jpg,3,1398,https://cpt.tcgcsv.com/F9K,2022-04-08T07:22:15.12,1,65/115,Common,Fighting,80,Basic,,"[1] Dig Deep 
<br>Search your discard pile for an Energy card, show it to your opponent, and put it into your hand.",W,None,3,25.0,38.5,52.0,27.42,,Reverse Holofoil,[2] Mud Slap (20),,
88127,Pineco,Pineco,https://tcgplayer-cdn.tcgplayer.com/product/88127_200w.jpg,3,1398,https://cpt.tcgcsv.com/zgK,2021-08-03T20:22:23.71,1,66/115,Common,Grass,50,Basic,,[1] Ram (10),R,None,1,0.15,0.35,2.0,0.34,0.19,Normal,,,
88127,Pineco,Pineco,https://tcgplayer-cdn.tcgplayer.com/product/88127_200w.jpg,3,1398,https://cpt.tcgcsv.com/zgK,2021-08-03T20:22:23.71,1,66/115,Common,Grass,50,Basic,,[1] Ram (10),R,None,1,30.53,30.55,67.95,9.66,,Reverse Holofoil,,,
88184,Poke Ball,Poke Ball,https://tcgplayer-cdn.tcgplayer.com/product/88184_200w.jpg,3,1398,https://cpt.tcgcsv.com/JhK,2021-08-03T20:22:31.053,1,87/115,Uncommon,Item,,,"Flip a coin.  If heads, search your deck for a Basic Pokemon or Evolution card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,,,,0.44,0.65,1.99,0.9,,Normal,,,
88184,Poke Ball,Poke Ball,https://tcgplayer-cdn.tcgplayer.com/product/88184_200w.jpg,3,1398,https://cpt.tcgcsv.com/JhK,2021-08-03T20:22:31.053,1,87/115,Uncommon,Item,,,"Flip a coin.  If heads, search your deck for a Basic Pokemon or Evolution card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,,,,10.67,11.88,13.47,11.6,,Reverse Holofoil,,,
88235,Pokemon Reversal,Pokemon Reversal,https://tcgplayer-cdn.tcgplayer.com/product/88235_200w.jpg,3,1398,https://cpt.tcgcsv.com/KjK,2021-08-03T20:22:37.48,1,88/115,Uncommon,Item,,,"Flip a coin.  If heads, choose 1 of your opponent's Benched Pokemon and switch it with 1 of the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",,,,,0.6,1.43,4.19,1.36,,Normal,,,
88235,Pokemon Reversal,Pokemon Reversal,https://tcgplayer-cdn.tcgplayer.com/product/88235_200w.jpg,3,1398,https://cpt.tcgcsv.com/KjK,2021-08-03T20:22:37.48,1,88/115,Uncommon,Item,,,"Flip a coin.  If heads, choose 1 of your opponent's Benched Pokemon and switch it with 1 of the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",,,,,4.39,12.75,21.11,8.2,,Reverse Holofoil,,,
88252,Politoed ex,Politoed ex,https://tcgplayer-cdn.tcgplayer.com/product/88252_200w.jpg,3,1398,https://cpt.tcgcsv.com/3kK,2026-03-07T03:54:57.78,1,107/115,Ultra Rare,Water,150,Stage 2,,"[1W] Upward Lick 
<br>Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  If that Pokemon is a Stage 2 Evolved Pokemon, this attack does 50 damage instead.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",G,None,3,50.99,69.84,196.0,239.99,,Holofoil,"[3] Punch and Run (40) 
<br>Switch Politoed ex with 1 of your Benched Pokemon.","[2WW] Swallow Up (70) 
<br>Before doing damage, count the remaining HP of the Defending Pokemon and Politoed ex.  If the Defending Pokemon has fewer remaining HP than Politoed ex's, this attack does 120 damage instead.",
88258,Poliwag,Poliwag,https://tcgplayer-cdn.tcgplayer.com/product/88258_200w.jpg,3,1398,https://cpt.tcgcsv.com/bkK,2021-08-03T20:22:54.017,1,67/115,Common,Water,50,Basic,,"[1] Hypnosis 
<br>The Defending Pokemon is now Asleep.",L,None,1,0.25,0.61,2.79,0.5,,Normal,[W] Wave Splash (10),,
88258,Poliwag,Poliwag,https://tcgplayer-cdn.tcgplayer.com/product/88258_200w.jpg,3,1398,https://cpt.tcgcsv.com/bkK,2021-08-03T20:22:54.017,1,67/115,Common,Water,50,Basic,,"[1] Hypnosis 
<br>The Defending Pokemon is now Asleep.",L,None,1,17.99,24.79,74.99,27.75,,Reverse Holofoil,[W] Wave Splash (10),,
88266,Poliwhirl,Poliwhirl,https://tcgplayer-cdn.tcgplayer.com/product/88266_200w.jpg,3,1398,https://cpt.tcgcsv.com/lkK,2025-11-20T03:44:09.08,1,68/115,Common,Water,70,Stage 1,,"[2] Energy Ball (30+) 
<br>Does 30 damage plus 10 more damage for each Energy attached to Poliwhirl but not used to pay for this attack's Energy cost.  You can't add more than 20 damage in this way.",L,None,1,0.25,0.83,3.99,0.76,,Normal,,,
88266,Poliwhirl,Poliwhirl,https://tcgplayer-cdn.tcgplayer.com/product/88266_200w.jpg,3,1398,https://cpt.tcgcsv.com/lkK,2025-11-20T03:44:09.08,1,68/115,Common,Water,70,Stage 1,,"[2] Energy Ball (30+) 
<br>Does 30 damage plus 10 more damage for each Energy attached to Poliwhirl but not used to pay for this attack's Energy cost.  You can't add more than 20 damage in this way.",L,None,1,25.3,39.63,60.0,32.35,,Reverse Holofoil,,,
88277,Poliwrath,Poliwrath,https://tcgplayer-cdn.tcgplayer.com/product/88277_200w.jpg,3,1398,https://cpt.tcgcsv.com/zkK,2021-08-03T20:24:09.13,1,11/115,Holo Rare,Fighting,120,Stage 2,"<b>Poke-BODY</b> Spiral Swirl 
<br>If Poliwrath is your Active Pokemon and is Knocked Out by damage from an opponent's attack, the Attacking Pokemon is now Confused.","[1F] Beatdown (40+) 
<br>If the Defending Pokemon is a D Pokemon or has Dark in its name, this attack does 40 damage plus 30 more damage.",P,None,2,28.0,39.99,44.01,24.86,,Holofoil,"[2W] Hyper Splash (60+) 
<br>If the Defending Pokemon is a Stage 2 Evolved Pokemon, this attack does 60 damage plus 30 more damage.",,
88277,Poliwrath,Poliwrath,https://tcgplayer-cdn.tcgplayer.com/product/88277_200w.jpg,3,1398,https://cpt.tcgcsv.com/zkK,2021-08-03T20:24:09.13,1,11/115,Holo Rare,Fighting,120,Stage 2,"<b>Poke-BODY</b> Spiral Swirl 
<br>If Poliwrath is your Active Pokemon and is Knocked Out by damage from an opponent's attack, the Attacking Pokemon is now Confused.","[1F] Beatdown (40+) 
<br>If the Defending Pokemon is a D Pokemon or has Dark in its name, this attack does 40 damage plus 30 more damage.",P,None,2,43.38,140.0,200.0,45.0,,Reverse Holofoil,"[2W] Hyper Splash (60+) 
<br>If the Defending Pokemon is a Stage 2 Evolved Pokemon, this attack does 60 damage plus 30 more damage.",,
88309,Porygon,Porygon,https://tcgplayer-cdn.tcgplayer.com/product/88309_200w.jpg,3,1398,https://cpt.tcgcsv.com/clK,2021-08-03T20:24:14.32,1,69/115,Common,Colorless,50,Basic,,"[1] 3-D Attack (10x) 
<br>Flip 3 coins.  This attack does 10 damage times the number of heads.",F,None,1,0.25,0.4,20.5,0.49,,Normal,,,
88309,Porygon,Porygon,https://tcgplayer-cdn.tcgplayer.com/product/88309_200w.jpg,3,1398,https://cpt.tcgcsv.com/clK,2021-08-03T20:24:14.32,1,69/115,Common,Colorless,50,Basic,,"[1] 3-D Attack (10x) 
<br>Flip 3 coins.  This attack does 10 damage times the number of heads.",F,None,1,14.48,19.59,21.94,21.72,,Reverse Holofoil,,,
88324,Porygon2,Porygon2,https://tcgplayer-cdn.tcgplayer.com/product/88324_200w.jpg,3,1398,https://cpt.tcgcsv.com/vlK,2021-08-03T20:24:20.157,1,12/115,Holo Rare,Colorless,70,Stage 1,"<b>Poke-POWER</b> 3-D Reset
<br>As often as you like during your turn <em>(before your attack)</em>, return a Pokemon Tool card attached to 1 of your Pokemon to your hand.  This power can't be used if Porygon2 is affected by a Special Condition.","[1] Data Retrieval  
<br>If you have less than 8 cards in your hand, draw cards until you have 8 cards in your hand.",F,None,1,15.2,19.27,424.78,19.27,,Holofoil,"[3] Scramble Trip (40+) 
<br>If Porygon2 has a Scramble Energy card attached to it, this attack does 40 damage plus 20 more damage and the Defending Pokemon is now Confused.",,
88324,Porygon2,Porygon2,https://tcgplayer-cdn.tcgplayer.com/product/88324_200w.jpg,3,1398,https://cpt.tcgcsv.com/vlK,2021-08-03T20:24:20.157,1,12/115,Holo Rare,Colorless,70,Stage 1,"<b>Poke-POWER</b> 3-D Reset
<br>As often as you like during your turn <em>(before your attack)</em>, return a Pokemon Tool card attached to 1 of your Pokemon to your hand.  This power can't be used if Porygon2 is affected by a Special Condition.","[1] Data Retrieval  
<br>If you have less than 8 cards in your hand, draw cards until you have 8 cards in your hand.",F,None,1,16.95,27.47,27.97,44.66,,Reverse Holofoil,"[3] Scramble Trip (40+) 
<br>If Porygon2 has a Scramble Energy card attached to it, this attack does 40 damage plus 20 more damage and the Defending Pokemon is now Confused.",,
88337,Potion,Potion,https://tcgplayer-cdn.tcgplayer.com/product/88337_200w.jpg,3,1398,https://cpt.tcgcsv.com/MlK,2026-02-13T15:59:26.01,1,95/115,Common,Item,,,"Remove 2 damage counters from 1 of your Pokemon<em> (remove 1 damage counter if that Pokemon has only 1).</em>
<br>
<br>
[Old card Text]",,,,,0.04,0.27,4.9,0.27,0.24,Normal,,,
88337,Potion,Potion,https://tcgplayer-cdn.tcgplayer.com/product/88337_200w.jpg,3,1398,https://cpt.tcgcsv.com/MlK,2026-02-13T15:59:26.01,1,95/115,Common,Item,,,"Remove 2 damage counters from 1 of your Pokemon<em> (remove 1 damage counter if that Pokemon has only 1).</em>
<br>
<br>
[Old card Text]",,,,,2.34,5.38,11.97,5.46,,Reverse Holofoil,,,
88390,Professor Elm's Training Method,Professor Elms Training Method,https://tcgplayer-cdn.tcgplayer.com/product/88390_200w.jpg,3,1398,https://cpt.tcgcsv.com/QmK,2022-07-14T19:47:01.517,1,89/115,Uncommon,Supporter,,,"Search your deck for an Evolution card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,,,,0.13,0.54,1.47,0.67,1.25,Normal,,,
88390,Professor Elm's Training Method,Professor Elms Training Method,https://tcgplayer-cdn.tcgplayer.com/product/88390_200w.jpg,3,1398,https://cpt.tcgcsv.com/QmK,2022-07-14T19:47:01.517,1,89/115,Uncommon,Supporter,,,"Search your deck for an Evolution card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.",,,,,2.99,3.96,5.0,9.19,,Reverse Holofoil,,,
88411,Protective Orb,Protective Orb,https://tcgplayer-cdn.tcgplayer.com/product/88411_200w.jpg,3,1398,https://cpt.tcgcsv.com/fnK,2023-07-10T03:14:18.953,1,90/115,Uncommon,Tool,,,"Attach Protective Orb to 1 of your Evolved Pokemon <em>(excluding Pokemon-ex)</em> that doesn't already have a Pokemon Tool attached to it.  If the Pokemon Protective Orb is attached to is a Basic Pokemon or Pokemon-ex, discard Protective Orb.
<br>
<br>As long as Protective Orb is attached to a Pokemon, that Pokemon has no Weakness.",,,,,0.15,0.34,1.99,0.34,0.33,Normal,,,
88411,Protective Orb,Protective Orb,https://tcgplayer-cdn.tcgplayer.com/product/88411_200w.jpg,3,1398,https://cpt.tcgcsv.com/fnK,2023-07-10T03:14:18.953,1,90/115,Uncommon,Tool,,,"Attach Protective Orb to 1 of your Evolved Pokemon <em>(excluding Pokemon-ex)</em> that doesn't already have a Pokemon Tool attached to it.  If the Pokemon Protective Orb is attached to is a Basic Pokemon or Pokemon-ex, discard Protective Orb.
<br>
<br>As long as Protective Orb is attached to a Pokemon, that Pokemon has no Weakness.",,,,,2.47,4.99,9.44,4.65,,Reverse Holofoil,,,
88449,Pupitar,Pupitar,https://tcgplayer-cdn.tcgplayer.com/product/88449_200w.jpg,3,1398,https://cpt.tcgcsv.com/_nK,2023-05-13T10:11:35.803,1,70/115,Common,Fighting,70,Stage 1,,[2] Slash (20),G,None,0,0.1,0.35,9.09,0.35,,Normal,[1FF] Rock Throw (40),,
88449,Pupitar,Pupitar,https://tcgplayer-cdn.tcgplayer.com/product/88449_200w.jpg,3,1398,https://cpt.tcgcsv.com/_nK,2023-05-13T10:11:35.803,1,70/115,Common,Fighting,70,Stage 1,,[2] Slash (20),G,None,0,8.35,14.0,18.0,9.74,,Reverse Holofoil,[1FF] Rock Throw (40),,
88471,Quagsire,Quagsire,https://tcgplayer-cdn.tcgplayer.com/product/88471_200w.jpg,3,1398,https://cpt.tcgcsv.com/rpK,2026-02-13T16:00:04.403,1,44/115,Uncommon,Fighting,80,Stage 1,"<b>Poke-BODY</b> Dense 
<br>Any damage done to Quagsire by attacks from your opponent's Evolved Pokemon is reduced by 20 <em>(after applying Weakness and Resistance).  (Poke-BODY)</em>",[1] Mud Shot (20),G,None,2,0.72,0.86,3.95,1.16,,Normal,[2F] Rock Hurl (50) This attack's damage isn't affected by Resistance.,,
88471,Quagsire,Quagsire,https://tcgplayer-cdn.tcgplayer.com/product/88471_200w.jpg,3,1398,https://cpt.tcgcsv.com/rpK,2026-02-13T16:00:04.403,1,44/115,Uncommon,Fighting,80,Stage 1,"<b>Poke-BODY</b> Dense 
<br>Any damage done to Quagsire by attacks from your opponent's Evolved Pokemon is reduced by 20 <em>(after applying Weakness and Resistance).  (Poke-BODY)</em>",[1] Mud Shot (20),G,None,2,73.69,73.69,73.69,25.15,,Reverse Holofoil,[2F] Rock Hurl (50) This attack's damage isn't affected by Resistance.,,
88484,Quilava,Quilava,https://tcgplayer-cdn.tcgplayer.com/product/88484_200w.jpg,3,1398,https://cpt.tcgcsv.com/JpK,2021-09-16T16:23:56.69,1,45/115,Uncommon,Fire,70,Stage 1,,"[1R] Smokescreen (20) 
<br>If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",W,None,1,0.69,1.31,4.5,1.43,,Normal,[3] Tackle (40),,
88484,Quilava,Quilava,https://tcgplayer-cdn.tcgplayer.com/product/88484_200w.jpg,3,1398,https://cpt.tcgcsv.com/JpK,2021-09-16T16:23:56.69,1,45/115,Uncommon,Fire,70,Stage 1,,"[1R] Smokescreen (20) 
<br>If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",W,None,1,37.77,37.77,37.77,34.3,,Reverse Holofoil,[3] Tackle (40),,
88537,Raikou Star,Raikou Star,https://tcgplayer-cdn.tcgplayer.com/product/88537_200w.jpg,3,1398,https://cpt.tcgcsv.com/MqK,2025-01-06T12:44:48.59,1,114/115,Ultra Rare,Lightning,80,Basic,,"[1L] Lightning Turn (20) 
<br>Switch Raikou Star with 1 of your Benched Pokemon.",F,None,1,950.0,1025.0,1100.0,250.88,,Holofoil,"[LLL] Meta Voltage (70) 
<br>If you have less Prize cards left than your opponent, this attack does 40 damage to each of your Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",,
88696,Remoraid,Remoraid,https://tcgplayer-cdn.tcgplayer.com/product/88696_200w.jpg,3,1398,https://cpt.tcgcsv.com/XtK,2021-08-03T20:25:09.707,1,71/115,Common,Water,50,Basic,,"[1] Call for Family 
<br>Search your deck for a Basic Pokemon and put it onto your Bench.  Shuffle your deck afterward.",L,None,1,0.25,0.5,3.0,0.6,,Normal,[1] Splash (10),,
88696,Remoraid,Remoraid,https://tcgplayer-cdn.tcgplayer.com/product/88696_200w.jpg,3,1398,https://cpt.tcgcsv.com/XtK,2021-08-03T20:25:09.707,1,71/115,Common,Water,50,Basic,,"[1] Call for Family 
<br>Search your deck for a Basic Pokemon and put it onto your Bench.  Shuffle your deck afterward.",L,None,1,30.68,37.92,49.99,17.78,,Reverse Holofoil,[1] Splash (10),,
88783,Rocket's Persian ex,Rockets Persian ex,https://tcgplayer-cdn.tcgplayer.com/product/88783_200w.jpg,3,1398,https://cpt.tcgcsv.com/HwK,2021-08-03T20:25:16.587,1,116/115,Secret Rare,Darkness,100,Stage 1,"<b>Poke-POWER</b> Night Cry 
<br>Once during your turn, if Rocket's Persian ex is on your Bench, you may search your deck for a Pokemon with Dark or Rocket's in its name.  Show it to your opponent and put it into your hand.  Shuffle your deck afterward.","[3] Toxic Claws (20) 
<br>The Defending Pokemon is now Poisoned.  Put 2 damage counters instead of 1 on the Defending Pokemon between turns.",F,None,1,124.99,147.0,299.95,121.22,,Holofoil,,,
88967,Scizor ex,Scizor ex,https://tcgplayer-cdn.tcgplayer.com/product/88967_200w.jpg,3,1398,https://cpt.tcgcsv.com/mCK,2021-08-03T20:25:22.417,1,108/115,Ultra Rare,Metal,120,Stage 1,"<b>Poke-BODY</b> Danger Perception 
<br>As long as Scizor ex's remaining HP is 60 or less, Scizor ex does 40 more damage to the Defending Pokemon <em>(before applying Weakness and Resistance). </em>","[1M] Steel Wing (40) 
<br>During your opponent's next turn, any damage done to Scizor ex by attacks is reduced by 20 <i>(after applying Weakness and Resistance).</i>",R,G,1,90.0,150.0,236.25,249.99,,Holofoil,"[3] Cross-Cut (50+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 50 damage plus 30 more damage.",,
